2001 super output areas - lower layer,mnemonic,"22 : Publishing, printing and reproduction of recorded media",,24 : Manufacture of chemicals and chemical products,,30 : Manufacture of office machinery and computers,,"32 : Manufacture of radio, television and communication equipment and apparatus",,"33 : Manufacture of medical, precision and optical instruments, watches and clocks",,"50 : Sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel",,"51 : Wholesale trade and commission trade, except of motor vehicles and motorcycles",,64 : Post and telecommunications,,"65 : Financial intermediation, except insurance and pension funding",,"66 : Insurance and pension funding, except compulsory social security",,67 : Activities auxiliary to financial intermediation,,72 : Computer and related activites,,73 : Research and development,,74 : Other business activities,,75 : Public administration and defence; compulsory social security,,80 : Education,,85 : Health and social work,,"92 : Recreational, cultural and sporting activities"
Bexley 003B,E01000335,15,,125,,0,,0,,5,,5,,250,,5,,0,,0,,0,,5,,0,,40,,0,,175,,25,,0
Bexley 003C,E01000336,0,,20,,0,,0,,0,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,25,,5
Bexley 003D,E01000337,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,5,,0,,50,,0,,0
Bexley 003E,E01000338,10,,0,,0,,0,,0,,0,,5,,20,,0,,0,,0,,5,,0,,5,,0,,0,,10,,0
Bexley 004A,E01000403,5,,5,,0,,5,,5,,15,,35,,10,,10,,0,,0,,5,,0,,150,,200,,20,,100,,25
Bexley 004B,E01000404,0,,0,,0,,0,,0,,25,,5,,0,,0,,0,,0,,5,,0,,15,,0,,0,,25,,5
Bexley 004C,E01000405,0,,0,,0,,0,,0,,10,,125,,0,,0,,0,,0,,0,,0,,40,,0,,300,,5,,0
Bexley 004D,E01000408,15,,35,,0,,0,,0,,10,,425,,125,,0,,0,,0,,5,,0,,125,,35,,75,,15,,15
Bexley 005C,E01000406,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,150,,0,,0
Bexley 005D,E01000407,15,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,0,,0,,20,,0,,25,,150,,0
Bexley 005B,E01000402,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,50,,75,,15,,0
Bexley 005A,E01000332,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,15,,0,,75,,35,,0
Bexley 006A,E01000334,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,5,,0
Bexley 006E,E01000442,0,,0,,0,,0,,0,,10,,5,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,0
Bexley 006C,E01000419,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,5,,0,,5,,0,,0,,5,,0
Bexley 006D,E01000420,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,20,,0,,75,,0,,0
Bexley 006B,E01000417,0,,0,,0,,0,,0,,5,,5,,25,,0,,0,,0,,5,,0,,10,,0,,0,,5,,15
Bexley 007A,E01000437,0,,0,,0,,0,,0,,0,,50,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Bexley 007B,E01000438,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,100,,0,,0
Bexley 007C,E01000439,0,,0,,0,,0,,5,,15,,10,,0,,30,,0,,5,,0,,15,,10,,0,,300,,15,,25
Bexley 007D,E01000440,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,0,,0,,75,,0,,0
Bexley 007E,E01000441,0,,0,,0,,0,,0,,15,,5,,0,,5,,0,,0,,5,,0,,75,,0,,50,,30,,5
Bexley 008B,E01000429,0,,0,,0,,0,,0,,15,,50,,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0
Bexley 008C,E01000430,0,,0,,0,,0,,0,,75,,150,,75,,0,,0,,0,,15,,0,,210,,0,,5,,20,,0
Bexley 008D,E01000431,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,20,,0
Bexley 008E,E01000432,0,,0,,0,,5,,0,,0,,15,,20,,0,,0,,0,,0,,0,,20,,0,,100,,40,,10
Bexley 008F,E01000433,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,40,,45,,0
Bexley 008G,E01000434,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0
Bexley 008A,E01000373,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0
Bexley 009C,E01000359,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,15,,0,,30,,0,,0,,5,,0
Bexley 009A,E01000356,0,,0,,0,,0,,0,,5,,15,,0,,5,,0,,0,,0,,0,,50,,0,,500,,25,,0
Bexley 009B,E01000357,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,30,,0,,0
Bexley 009D,E01000421,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,10
Bexley 009E,E01000450,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,15,,0
Bexley 009F,E01000451,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,75,,0,,0
Bexley 009G,E01000452,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,10,,0
Bexley 010E,E01000435,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0
Bexley 010A,E01000367,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,0,,0,,10,,0,,0,,50,,0
Bexley 010B,E01000368,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Bexley 010D,E01000380,0,,0,,0,,75,,0,,40,,450,,0,,0,,10,,5,,0,,0,,75,,0,,0,,20,,0
Bexley 010C,E01000372,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,125
Bexley 011D,E01000358,0,,0,,0,,0,,0,,30,,0,,5,,0,,0,,0,,5,,0,,15,,0,,50,,0,,10
Bexley 011A,E01000353,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,10,,0,,10,,0,,0,,5,,0
Bexley 011B,E01000354,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,50,,0,,0
Bexley 011C,E01000355,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,10,,0,,50,,225,,0
Bexley 011E,E01000436,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,15,,0,,0,,20,,15
Bexley 012A,E01000397,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,5,,0,,0
Bexley 012B,E01000398,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Bexley 012C,E01000399,0,,0,,0,,0,,0,,10,,10,,0,,0,,0,,0,,5,,0,,10,,0,,0,,5,,0
Bexley 012D,E01000400,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,100,,0,,75,,25,,0
Bexley 013A,E01000401,0,,0,,0,,0,,0,,75,,20,,0,,0,,0,,0,,5,,0,,15,,0,,0,,75,,10
Bexley 013B,E01000453,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,5,,0,,5,,0,,35,,0,,0
Bexley 013C,E01000454,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,10,,0
Bexley 013D,E01000455,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,225,,20,,0
Bexley 013E,E01000456,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Bexley 014C,E01000369,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,100,,15,,5
Bexley 014D,E01000370,0,,0,,0,,0,,0,,30,,0,,0,,0,,0,,0,,5,,0,,10,,0,,50,,15,,0
Bexley 014E,E01000371,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Bexley 014A,E01000325,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,35
Bexley 014B,E01000326,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,5,,0,,0,,10,,0
Bexley 015A,E01000360,50,,0,,0,,0,,0,,40,,75,,75,,100,,5,,35,,75,,0,,350,,175,,250,,225,,30
Bexley 015B,E01000362,0,,0,,0,,0,,0,,30,,20,,5,,125,,0,,0,,5,,0,,300,,600,,10,,40,,125
Bexley 015C,E01000365,0,,0,,0,,0,,0,,0,,0,,10,,75,,5,,0,,0,,0,,35,,0,,0,,150,,10
Bexley 015D,E01000366,0,,0,,0,,0,,0,,5,,5,,125,,0,,0,,0,,5,,0,,50,,0,,0,,50,,0
Bexley 015E,E01000394,0,,0,,0,,0,,0,,10,,5,,0,,0,,45,,0,,50,,0,,15,,0,,15,,100,,15
Bexley 016C,E01000409,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Bexley 016D,E01000411,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Bexley 016E,E01000414,0,,0,,0,,0,,0,,5,,5,,0,,50,,0,,5,,10,,0,,50,,0,,100,,150,,50
Bexley 016F,E01000415,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Bexley 016B,E01000392,0,,0,,0,,0,,0,,35,,15,,5,,10,,0,,0,,5,,0,,300,,0,,0,,125,,15
Bexley 016A,E01000388,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,5,,0,,10,,0,,50,,75,,30
Bexley 017A,E01000327,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,30,,0
Bexley 017B,E01000328,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,100,,10,,5
Bexley 017C,E01000329,0,,0,,0,,0,,0,,10,,0,,0,,40,,0,,0,,0,,0,,15,,20,,225,,15,,0
Bexley 017D,E01000330,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,0,,0,,5,,700,,50,,100,,0
Bexley 017E,E01000331,0,,75,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,50
Bexley 018A,E01000340,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,15,,0,,0,,5,,5
Bexley 018E,E01000412,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,40,,0,,0
Bexley 018F,E01000413,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,0,,0
Bexley 018D,E01000410,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,75,,25,,0
Bexley 018B,E01000395,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,500,,30,,0,,0
Bexley 018C,E01000396,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,0
Bexley 019A,E01000374,150,,0,,0,,0,,5,,35,,300,,75,,0,,0,,0,,0,,0,,50,,0,,0,,20,,0
Bexley 019B,E01000375,5,,0,,0,,0,,0,,75,,75,,25,,0,,0,,0,,0,,0,,25,,0,,5,,0,,125
Bexley 019C,E01000376,20,,0,,0,,0,,0,,0,,75,,0,,0,,0,,0,,5,,0,,20,,0,,10,,10,,0
Bexley 019D,E01000377,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,175,,10,,0
Bexley 019E,E01000378,50,,0,,0,,0,,0,,125,,50,,100,,15,,0,,0,,10,,0,,230,,0,,35,,450,,75
Bexley 019F,E01000379,0,,0,,0,,0,,0,,40,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0
Bexley 020D,E01000363,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,150,,0,,250,,50,,0
Bexley 020C,E01000361,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,10,,0,,15,,0,,0,,75,,5
Bexley 020E,E01000389,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,20,,5,,0,,10,,0,,40,,25,,15
Bexley 020F,E01000390,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,10,,0,,0,,10,,0
Bexley 020G,E01000393,10,,0,,0,,0,,0,,100,,0,,0,,0,,0,,40,,5,,0,,20,,0,,50,,0,,225
Bexley 020A,E01000348,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,0,,0,,5,,0
Bexley 020B,E01000349,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,30,,0,,0,,5,,0
Bexley 021C,E01000350,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,10,,5,,5,,15,,0,,0,,30,,0
Bexley 021A,E01000346,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,5,,0,,10,,0,,50,,30,,5
Bexley 021B,E01000347,0,,0,,0,,0,,0,,15,,0,,0,,15,,0,,0,,0,,0,,15,,0,,0,,5,,10
Bexley 021D,E01000352,10,,0,,0,,0,,0,,35,,10,,0,,0,,0,,0,,0,,0,,10,,0,,100,,0,,5
Bexley 021E,E01000391,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0
Bexley 022D,E01000345,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,0,,0,,0,,0
Bexley 022A,E01000341,0,,0,,0,,0,,0,,35,,0,,0,,0,,0,,0,,20,,0,,10,,0,,50,,20,,0
Bexley 022B,E01000342,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,0,,0,,0
Bexley 022C,E01000343,0,,0,,0,,0,,0,,5,,15,,0,,0,,0,,10,,0,,0,,45,,0,,75,,15,,20
Bexley 022E,E01000460,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,125,,0,,250,,5,,0
Bexley 023C,E01000447,0,,0,,0,,0,,0,,75,,20,,100,,5,,0,,5,,15,,0,,1750,,0,,100,,25,,15
Bexley 023D,E01000448,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,10,,0,,75,,0,,5
Bexley 023E,E01000449,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,15,,0,,0,,40,,10
Bexley 023B,E01000444,0,,0,,0,,0,,0,,5,,15,,0,,0,,0,,0,,0,,0,,20,,0,,0,,10,,0
Bexley 023A,E01000364,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,0,,75,,20,,0
Bexley 024A,E01000351,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,0,,0,,0,,0
Bexley 024C,E01000445,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,5,,0,,15,,0,,0,,20,,5
Bexley 024D,E01000446,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,200,,0,,75,,0,,0
Bexley 024B,E01000443,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,10
Bexley 024E,E01000461,0,,0,,0,,0,,0,,10,,0,,0,,5,,0,,0,,5,,0,,30,,0,,125,,0,,0
Bexley 025E,E01000463,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,0
Bexley 025C,E01000423,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,10,,5,,0,,10,,0,,0,,30,,0
Bexley 025D,E01000425,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,20,,0,,50,,175,,0
Bexley 025B,E01000344,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,5
Bexley 025A,E01000339,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,35,,0,,0,,35,,0
Bexley 026B,E01000426,0,,0,,0,,0,,0,,45,,10,,0,,0,,0,,0,,0,,0,,1375,,0,,50,,20,,0
Bexley 026C,E01000427,0,,0,,0,,0,,0,,75,,5,,0,,0,,0,,0,,5,,0,,50,,40,,0,,0,,0
Bexley 026A,E01000424,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,200,,0,,30,,45,,0
Bexley 026E,E01000462,5,,0,,0,,0,,0,,10,,20,,125,,0,,175,,15,,10,,0,,275,,700,,300,,300,,15
Bexley 026D,E01000457,75,,0,,0,,0,,0,,15,,15,,15,,100,,175,,45,,15,,0,,700,,125,,75,,400,,35
Bexley 027E,E01000458,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,30,,0,,0,,10,,5
Bexley 027F,E01000459,5,,0,,0,,0,,0,,50,,35,,0,,0,,0,,0,,35,,0,,90,,45,,25,,125,,30
Bexley 027D,E01000428,0,,0,,10,,0,,0,,0,,5,,0,,0,,0,,15,,5,,0,,250,,0,,125,,2000,,0
Bexley 027A,E01000382,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,25,,0,,75,,0,,150,,0,,0
Bexley 027B,E01000384,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,0,,5,,0,,35,,40,,0
Bexley 027C,E01000387,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,0,,0,,0
Bexley 028C,E01000385,225,,0,,10,,0,,0,,100,,150,,0,,0,,0,,0,,500,,0,,300,,0,,75,,450,,0
Bexley 028D,E01000386,0,,0,,0,,0,,35,,20,,75,,0,,0,,0,,25,,5,,0,,40,,0,,40,,30,,100
Bexley 028B,E01000383,5,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,5,,0,,15,,0,,0,,0,,0
Bexley 028A,E01000381,0,,0,,0,,0,,0,,0,,25,,0,,0,,0,,0,,5,,0,,100,,0,,25,,25,,45
Brent 001A,E01000587,5,,0,,0,,0,,0,,100,,150,,0,,0,,0,,0,,10,,0,,30,,0,,0,,150,,20
Brent 001B,E01000589,0,,0,,0,,5,,0,,0,,35,,0,,0,,10,,0,,15,,0,,40,,0,,10,,125,,5
Brent 001C,E01000590,0,,0,,0,,0,,0,,0,,25,,0,,0,,0,,0,,5,,0,,5,,15,,250,,0,,15
Brent 001D,E01000592,0,,0,,0,,0,,0,,5,,15,,5,,10,,0,,5,,5,,0,,25,,0,,0,,75,,30
Brent 001E,E01000593,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,0,,10,,0,,0
Brent 001F,E01000594,0,,0,,0,,0,,0,,25,,100,,0,,0,,0,,0,,10,,0,,25,,0,,5,,10,,5
Brent 002E,E01000588,0,,0,,0,,5,,50,,125,,175,,0,,0,,0,,0,,10,,0,,75,,0,,0,,20,,0
Brent 002C,E01000516,5,,0,,0,,0,,0,,5,,150,,250,,15,,5,,0,,15,,0,,20,,0,,200,,20,,30
Brent 002D,E01000520,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,5,,0,,10,,0,,10,,75,,35
Brent 002A,E01000513,0,,0,,0,,0,,0,,50,,5,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,0
Brent 002B,E01000514,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,15,,0,,40,,0,,5
Brent 003A,E01000515,0,,0,,0,,0,,0,,5,,5,,0,,5,,5,,15,,5,,0,,30,,0,,100,,35,,10
Brent 003B,E01000517,0,,0,,0,,0,,0,,15,,5,,10,,30,,0,,0,,5,,0,,20,,0,,0,,0,,0
Brent 003C,E01000537,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,5,,0,,0,,0,,0
Brent 003D,E01000542,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,5,,5,,0,,10,,0,,100,,75,,0
Brent 003E,E01000543,5,,0,,0,,0,,0,,10,,5,,5,,50,,0,,0,,10,,0,,15,,0,,0,,20,,0
Brent 003F,E01000591,0,,0,,0,,0,,0,,10,,10,,0,,20,,5,,0,,20,,0,,50,,0,,45,,30,,30
Brent 004A,E01000536,0,,0,,0,,0,,0,,0,,100,,0,,0,,0,,5,,25,,0,,60,,0,,0,,30,,10
Brent 004B,E01000538,5,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,10,,0,,20,,0,,35,,0,,5
Brent 004C,E01000539,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,15,,0,,15,,0,,0,,0,,5
Brent 004D,E01000540,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,15,,0,,0,,50,,0
Brent 004E,E01000541,0,,0,,0,,0,,0,,0,,10,,0,,5,,0,,0,,20,,0,,40,,0,,0,,125,,0
Brent 005A,E01000518,0,,0,,0,,0,,0,,25,,125,,0,,5,,0,,0,,15,,0,,45,,0,,0,,10,,5
Brent 005B,E01000519,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,15,,0,,45,,50,,0
Brent 005C,E01000623,5,,0,,0,,0,,0,,5,,15,,0,,0,,10,,0,,5,,0,,10,,0,,0,,0,,10
Brent 005D,E01000624,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,0,,40,,0,,0
Brent 005E,E01000629,0,,5,,0,,0,,0,,10,,5,,0,,0,,0,,0,,5,,0,,20,,0,,0,,30,,0
Brent 006A,E01000480,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,5,,0,,20,,0,,0,,15,,0
Brent 006B,E01000484,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,75,,225,,35,,0
Brent 006C,E01000485,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,175,,0
Brent 006D,E01000486,0,,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,5,,0,,30,,0,,5,,0,,0
Brent 006E,E01000487,0,,0,,0,,0,,0,,5,,5,,0,,15,,0,,75,,20,,0,,45,,0,,0,,35,,0
Brent 007A,E01000572,0,,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,5,,0,,10,,0,,0,,0,,0
Brent 007B,E01000573,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,15,,15
Brent 007C,E01000574,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,5,,0,,0,,0,,0
Brent 007D,E01000575,0,,0,,0,,0,,5,,5,,35,,0,,20,,0,,5,,10,,0,,40,,0,,5,,15,,15
Brent 007E,E01000577,20,,0,,0,,0,,0,,20,,325,,0,,5,,0,,0,,10,,0,,300,,0,,0,,175,,10
Brent 008C,E01000566,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,10,,0,,20,,0,,0
Brent 008A,E01000562,0,,0,,0,,0,,0,,15,,5,,0,,0,,0,,0,,10,,0,,15,,0,,0,,25,,5
Brent 008B,E01000563,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,10,,0,,5,,0,,5,,40,,0
Brent 008D,E01000568,0,,0,,0,,0,,0,,15,,5,,0,,0,,0,,0,,10,,150,,325,,0,,600,,4000,,110
Brent 008E,E01000569,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,15,,0,,50,,0,,0
Brent 009B,E01000481,5,,0,,0,,0,,0,,20,,5,,0,,0,,0,,20,,10,,0,,5,,600,,0,,50,,35
Brent 009C,E01000482,0,,0,,0,,0,,0,,10,,20,,0,,25,,0,,0,,10,,0,,25,,0,,30,,250,,20
Brent 009D,E01000483,0,,0,,0,,0,,0,,35,,5,,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0
Brent 009A,E01000479,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,25,,45,,0,,50,,0
Brent 009E,E01000625,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,15,,0,,20,,0,,50,,30,,5
Brent 010E,E01000626,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,25,,0,,15,,5,,5
Brent 010A,E01000496,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,10,,0,,175,,0,,0
Brent 010C,E01000500,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0
Brent 010B,E01000498,0,,0,,0,,0,,75,,30,,100,,35,,0,,0,,5,,5,,0,,50,,0,,0,,0,,0
Brent 010D,E01000622,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,35,,0,,0
Brent 011B,E01000499,5,,100,,100,,5,,20,,80,,650,,75,,5,,0,,0,,15,,0,,150,,0,,35,,100,,20
Brent 011C,E01000501,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,5,,0,,0,,0,,5
Brent 011D,E01000502,10,,0,,0,,0,,0,,10,,10,,0,,0,,0,,0,,5,,0,,20,,0,,150,,5,,0
Brent 011E,E01000503,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,30,,0,,0
Brent 011A,E01000497,0,,20,,0,,0,,0,,50,,240,,350,,0,,0,,0,,15,,0,,120,,0,,15,,15,,5
Brent 012A,E01000570,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,10,,0,,5,,0,,0,,0,,5
Brent 012B,E01000571,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,0,,10,,0,,50,,20,,0
Brent 012D,E01000578,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,10,,5,,25,,100,,45,,200,,10
Brent 012C,E01000576,5,,0,,0,,0,,0,,5,,5,,0,,5,,0,,0,,20,,0,,15,,45,,0,,15,,0
Brent 013A,E01000564,5,,0,,0,,0,,0,,5,,15,,0,,0,,0,,0,,5,,0,,45,,0,,250,,100,,20
Brent 013B,E01000565,0,,0,,0,,0,,0,,5,,15,,10,,0,,0,,10,,5,,0,,20,,0,,0,,5,,5
Brent 013C,E01000607,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,10,,10,,0
Brent 013D,E01000608,5,,0,,0,,0,,0,,40,,5,,0,,5,,10,,0,,10,,0,,75,,5,,100,,150,,125
Brent 013E,E01000613,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,0,,15,,0,,20,,25,,0
Brent 014A,E01000506,5,,0,,0,,0,,0,,5,,140,,0,,0,,0,,10,,5,,0,,25,,0,,600,,50,,0
Brent 014B,E01000509,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0
Brent 014C,E01000510,0,,0,,0,,0,,0,,10,,20,,0,,5,,0,,0,,0,,0,,45,,0,,5,,30,,40
Brent 014D,E01000511,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,20,,0,,20,,0,,0
Brent 014E,E01000627,0,,0,,0,,0,,0,,5,,10,,0,,0,,0,,0,,5,,0,,30,,0,,30,,15,,0
Brent 014F,E01000628,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,25,,0,,25,,0,,0,,30,,0
